Taxonomic Status - Note,Family,Accepted Plant Name,Accepted Genus Name,Accepted Species Name,Reported Latin Name,Reported Genus Name,Reported Species Name,Reported Synonym 1,Reported Synonym 2,Reported Synonym 3,# of Herbivores,Herbivore Common Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biome 1,Biome 1,Biome 2,Biome 3,Plant Habit,Annual/Perrenial,"Height (m) (3106, 3107)",Leaf Dry Matter Content (g/g-1) (47),"SLA (mm2/mg-1) (3115, 3116, 3117)",Flower size (cm2) (if applicable) (913),Fruit Producing (Y/N),Fruit Size (if applicable) (919),Seed Size (mg) (if applicable) (26),Nitrogen Content (mg/g) (14),Cultivated (Y/N),Physical defense (if applicable)  (345),Chemical defense (if applicable) (346),Main part of plant consumed,Congener Used (if applicable),Citations (herbivore diet),,,Citation (plant traits),Citation
Accepted,Celastraceae,Gymnosporia arbutifolia,Gymnosporia,arbutifolia,Maytenus arbutifolia,Maytenus,arbutifolia,,,,2,Menelik's bushbuck,Bushbuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Gymnosporia arbutifolia,Gymnosporia,arbutifolia,Maytenus arbutifolia,Maytenus,arbutifolia,,,,2,Menelik's Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Gymnosporia emarginata,Gymnosporia,emarginata,Maytenus emarginata,Maytenus,emarginata,,,,1,"Indian gazelle, chinkara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Gymnosporia heterophylla,Gymnosporia,heterophylla,Maytenus heterophylla,Maytenus,heterophylla,,,,2,Bongo,Bushbuck,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Gymnosporia royleana,Gymnosporia,royleana,Gymnosporia royleana,Gymnosporia,royleana,Maytenus royleana,,,2,Gray goral,Urial,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Gymnosporia senegalensis,Gymnosporia,senegalensis,Maytenus senegalensis,Maytenus,senegalensis,Gymnosporia senegalensis,,,5,Kirk's dik-dik,Kob,Southern reedbuck,Sitatunga,Greater Kudu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Loeseneriella bourdillonii,Loeseneriella,bourdillonii,Hippocratea africana,Hippocratea,africana,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Maytenus,Maytenus,NA,Maytenus sp.,Maytenus,NA,,,,1,Huemul deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Maytenus boaria,Maytenus,boaria,Mayrenus boaria,Mayrenus,boaria,Maytenus boaria,,,1,Red Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Maytenus gracilipes,Maytenus,gracilipes,Maytenus gracilipes,Maytenus,gracilipes,,,,2,Menelik's Bushbuck,Bushbuck,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Maytenus peduncularis,Maytenus,peduncularis,Maytenus peduncularis,Maytenus,peduncularis,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Maytenus spinosa,Maytenus,spinosa,Maytenus spinosa,Maytenus,spinosa,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Mystroxylon aethiopicum,Mystroxylon,aethiopicum,Mystroxylon aethiopicum,Mystroxylon,aethiopicum,,,,1,Bongo,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Pterocelastrus tricuspidatus,Pterocelastrus,tricuspidatus,Pterocelastrus tricuspidatus,Pterocelastrus,tricuspidatus,,,,2,Bushbuck,"Gray Duiker, Common Duiker",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Reissantia,Reissantia,NA,Reisantia sp.,Reisantia,NA,,,,1,Maxwell's duiker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Salacia,Salacia,NA,Salacia sp.,Salacia,NA,,,,1,Maxwell's duiker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Salacia cornifolia,Salacia,cornifolia,Salacia cornifolia,Salacia,cornifolia,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Salacia elegans,Salacia,elegans,Salacia elegans,Salacia,elegans,,,,2,Black Duiker,Maxwell's Duiker,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Celastraceae,Siphonodon celastrineus,Siphonodon,celastrineus,Siphonodon celastrineus,Siphonodon,celastrineus,,,,1,Banteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chloranthaceae,Hedyosmum bonplandianum,Hedyosmum,bonplandianum,Hedyosmum bonplandianum,Hedyosmum,bonplandianum,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chloranthaceae,Hedyosmum racemosum,Hedyosmum,racemosum,Hediosmum huilense,Hediosmum,huilense,,,,1,Mountain Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chrysobalanaceae,Couepia,Couepia,NA,Couepia uiti,Couepia,uiti,,,,1,Marsh Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chrysobalanaceae,Hirtella,Hirtella,NA,Hirtella sp.,Hirtella,NA,,,,1,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chrysobalanaceae,Hirtella racemosa,Hirtella,racemosa,Hirtella racemosa,Hirtella,racemosa,,,,2,Grey Brocket Deer,Lowland Tapir,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chrysobalanaceae,Licania micrantha,Licania,micrantha,Licania micrantha,Licania,micrantha,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chrysobalanaceae,Licania platypus,Licania,platypus,Licania platypus,Licania,platypus,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chrysobalanaceae,Maranthes,Maranthes,NA,Maranthes polyandra,Maranthes,polyandra,,,,1,Kob,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chrysobalanaceae,Parinari capensis,Parinari,capensis,Parinari capensis,Parinari,capensis,,,,1,Common eland,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Chrysobalanaceae,Parinari excelsa,Parinari,excelsa,Parinari excelsa,Parinari,excelsa,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Cistus creticus,Cistus,creticus,Cistus creticus,Cistus,creticus,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Cistus ladanifer,Cistus,ladanifer,Cistus ladanifer,Cistus,ladanifer,,,,1,Red Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Cistus libanotis,Cistus,libanotis,Cistus libanotis,Cistus,libanotis,,,,1,Cuvier's gazelle,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Cistus monspeliensis,Cistus,monspeliensis,Cistus monspeliensis,Cistus,monspeliensis,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Cistus salviifolius,Cistus,salviifolius,Cistus salvifolius,Cistus,salvifolius,,,,3,Red Deer,Italian Roe Deer,Roe Deer,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Fumana arabica,Fumana,arabica,Fumana arabica,Fumana,arabica,,,,1,Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Fumana thymifolia,Fumana,thymifolia,Fumana thymifolia,Fumana,thymifolia,,,,1,Cuvier's gazelle,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Helianthemum,Helianthemum,NA,helianthemum,helianthemum,NA,,,,1,Cuvier's gazelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Helianthemum lippii,Helianthemum,lippii,Helianthenum lippii,Helianthenum,lippii,,,,1,Cuvier's gazelle,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cistaceae,Helianthemum ovatum,Helianthemum,ovatum,Cystius hirsutus,Cystius,hirsutus,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cleomaceae,Cleome hirta,Cleome,hirta,Cleome hirta,Cleome,hirta,,,,1,Impala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cleomaceae,Cleome monophylla,Cleome,monophylla,Cleome monophylla,Cleome,monophylla,,,,1,Steenbok,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Cleomaceae,Cleome viscosa,Cleome,viscosa,Cleome viscossa,Cleome,viscossa,,,,2,Kob,Nilgai,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clethraceae,Clethra,Clethra,NA,Clethra sp.,Clethra,NA,,,,1,Baird's Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clethraceae,Clethra suaveolens,Clethra,suaveolens,Clethra matudai,Clethra,matudai,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Clusia,Clusia,NA,Clusia sp.,Clusia,NA,,,,3,Grey Brocket Deer,mountain tapir,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Garcinia,Garcinia,NA,Garcinia sp,Garcinia,NA,,,,1,Lowland Annoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Garcinia brevirostris,Garcinia,brevirostris,Garcinia eugeniifolia,Garcinia,eugeniifolia,,,,1,Malayan Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Garcinia livingstonei,Garcinia,livingstonei,Garcinia livingstonei,Garcinia,livingstonei,,,,2,Kob,Sitatunga,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Garcinia nigrolineata,Garcinia,nigrolineata,Garcinia nigrolineata,Garcinia,nigrolineata,,,,2,Malayan Tapir,Asian Tapir,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Platonia insignis,Platonia,insignis,Platonia insignis,Platonia,insignis,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Rheedia,Rheedia,NA,Rheedia sp.,Rheedia,NA,,,,1,Grey Brocket Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Rheedia benthamiana,Rheedia,benthamiana,Rheedia benthamiana,Rheedia,benthamiana,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Symphonia,Symphonia,NA,Symphonia sp.,Symphonia,NA,,,,1,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Symphonia globulifera,Symphonia,globulifera,Symphonia globulifer,Symphonia,globulifer,Symphonia globulifera,,,3,Lowland Tapir,Grey Brocket Deer,Red Brocket Deer,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Clusiaceae,Tovomita,Tovomita,NA,Tovomita sp.,Tovomita,NA,,,,1,Grey Brocket Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Anogeissus latifolia,Anogeissus,latifolia,Anoegeissus latifolia,Anoegeissus,latifolia,,,,1,Chital,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Anogeissus leiocarpa,Anogeissus,leiocarpa,Annogaissus leiocarpus,Annogaissus,leiocarpus,,,,1,Kob,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Anogeissus pendula,Anogeissus,pendula,Anogeissus pendula,Anogeissus,pendula,,,,1,Nilgai,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum,Combretum,NA,Combretum sp,Combretum,NA,,,,1,Common eland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum apiculatum,Combretum,apiculatum,Combretum appiculatum,Combretum,appiculatum,,,,2,Mountain reedbuck,Greater kudu,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum elaeagnoides,Combretum,elaeagnoides,Combretum elaegnoides,Combretum,elaegnoides,,,,1,Impala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum hartmannianum,Combretum,hartmannianum,Combretum harmannianum,Combretum,harmannianum,Combretum hartmannianum,,,1,Waterbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum imberbe,Combretum,imberbe,Combretum imberbe,Combretum,imberbe,,,,2,Impala,Greater kudu,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum micranthum,Combretum,micranthum,Combretum micranthum,Combretum,micranthum,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum molle,Combretum,molle,Combretum molli,Combretum,molli,,,,1,Common eland,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum mossambicense,Combretum,mossambicense,Combretum mossambicense,Combretum,mossambicense,,,,3,Impala,Sable antelope,Greater kudu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum paniculatum,Combretum,paniculatum,Combretum paniculatum,Combretum,paniculatum,,,,1,Greater Kudu,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum racemosum,Combretum,racemosum,Combretum racemosum,Combretum,racemosum,,,,1,Red-flanked Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum roxburghii,Combretum,roxburghii,Comberatum roxbergii,Comberatum,roxbergii,,,,1,Chital,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Combretum zeyheri,Combretum,zeyheri,Combretum zeyheri,Combretum,zeyheri,,,,1,Common eland,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Pteleopsis suberosa,Pteleopsis,suberosa,Pteleopsis suberosa,Pteleopsis,suberosa,,,,1,Waterbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia,Terminalia,NA,Terminalia sp.,Terminalia,NA,,,,1,Sitatunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia alata,Terminalia,alata,Terminalia alata,Terminalia,alata,,,,1,Four-horned antelope or chousingha,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia avicennioides,Terminalia,avicennioides,Terminalia avicennioides,Terminalia,avicennioides,,,,1,Waterbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia bellirica,Terminalia,bellirica,Terminalia bellirica,Terminalia,bellirica,,,,1,Chital,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia chebula,Terminalia,chebula,Terminalia chebula,Terminalia,chebula,,,,2,Four-horned antelope or chousingha,Asian water buffalo,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia corticosa,Terminalia,corticosa,Terminalia corticosa,Terminalia,corticosa,,,,1,Sambar deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia crenulata,Terminalia,crenulata,Terminalia crenulata,Terminalia,crenulata,,,,2,Four-horned antelope or chousingha,Chital,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia ivorensis,Terminalia,ivorensis,Terminalia ivorensis,Terminalia,ivorensis,,,,1,Kob,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia prunioides,Terminalia,prunioides,Terminalia prunioides,Terminalia,prunioides,,,,2,Kirk's dik-dik,Greater kudu,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia sericea,Terminalia,sericea,Terminalia sericea,Terminalia,sericea,,,,1,Greater Kudu,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia stenostachya,Terminalia,stenostachya,Terminalia stenostachya,Terminalia,stenostachya,,,,1,Greater Kudu,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Combretaceae,Terminalia tomentosa,Terminalia,tomentosa,Terminalia tomentosa,Terminalia,tomentosa,,,,2,Nilgai,Chital,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Amischotolype mollissima,Amischotolype,mollissima,Amischotolype molissima,Amischotolype,molissima,,,,1,Malayan Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Commelina,Commelina,NA,Commalina sp.,Commalina,NA,,,,3,Sitatunga,Waterbuck,Bushbuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Commelina africana,Commelina,africana,Commelina africana,Commelina,africana,,,,4,Southern reedbuck,Bushbuck,Red Duiker,Blue Duiker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Commelina benghalensis,Commelina,benghalensis,Commelina benghalensis,Commelina,benghalensis,,,,2,Bongo,Sitatunga,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Commelina diffusa,Commelina,diffusa,Commelina diffusa,Commelina,diffusa,,,,1,Asian Water Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Commelina erecta,Commelina,erecta,Commelina erecta,Commelina,erecta,,,,3,Steenbok,Nilgai,Waterbuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Commelina virginica,Commelina,virginica,Commelina virginica,Commelina,virginica,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Cyanotis,Cyanotis,NA,Cyanotis sp.,Cyanotis,NA,,,,1,Nilgai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Cyanotis cristata,Cyanotis,cristata,Cyanotis cristata,Cyanotis,cristata,,,,1,Nilgai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Cyanotis speciosa,Cyanotis,speciosa,Cyanotis nodiflora,Cyanotis,nodiflora,,,,2,Steenbok,Southern reedbuck,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Dichorisandra,Dichorisandra,NA,Dichorisandra sp.,Dichorisandra,NA,,,,1,mountain tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Murdannia simplex,Murdannia,simplex,Murdannia sinicum,Murdannia,sinicum,,,,1,Southern reedbuck,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Tradescantia,Tradescantia,NA,Campelia sp.,Campelia,NA,Campelia,,,1,Baird's Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Commelinaceae,Tradescantia zebrina,Tradescantia,zebrina,Zebrina pendula,Zebrina,pendula,,,,1,Gray goral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Connaraceae,Byrsocarpus coccineus,Byrsocarpus,coccineus,Byrsocarpus coccineus,Byrsocarpus,coccineus,,,,1,Maxwell's Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Connaraceae,Cnestis,Cnestis,NA,Cnestis sp.,Cnestis,NA,,,,2,Bushbuck,Mountain Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Connaraceae,Ellipanthus tomentosus,Ellipanthus,tomentosus,Ellipanthus tomentosus,Ellipanthus,tomentosus,,,,1,Banteng,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Convolvulaceae,Blinkworthia lycioides,Blinkworthia,lycioides,Blinkworthia lycioides,Blinkworthia,lycioides,,,,1,Banteng,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Convolvulaceae,Calystegia sepium,Calystegia,sepium,Calystegia sepium,Calystegia,sepium,,,,1,Przewalski's Wild Horse,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Convolvulaceae,Convolvulus,Convolvulus,NA,Convolvulus sp.,Convolvulus,NA,,,,1,argali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Convolvulaceae,Convolvulus arvensis,Convolvulus,arvensis,Convovulus arvensis,Convovulus,arvensis,,,,1,Przewalski's Wild Horse,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Convolvulaceae,Convolvulus microphyllus,Convolvulus,microphyllus,Convolvulus microphyllus,Convolvulus,microphyllus,,,,1,"Indian gazelle, chinkara",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Convolvulaceae,Convolvulus tragacanthoides,Convolvulus,tragacanthoides,Convolvulus tragacanthoides,Convolvulus,tragacanthoides,,,,2,Argali,Domestic Sheep,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Convolvulaceae,Cuscuta hyalina,Cuscuta,hyalina,Cuscuta hyalina,Cuscuta,hyalina,,,,1,Nilgai,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
